Book	Chapter	Verse	ID	SupportReference	OrigQuote	Occurrence	GLQuote	OccurrenceNote
2PE	front	intro	mvk9			0		# Introduction to 2 Peter<br>## Part 1: General Introduction<br><br>### Outline of the Book of 2 Peter<br><br>1. Introduction (1:1-2)<br>1. Reminder to live good lives because God has enabled us to (1:3-21)<br>1. Warning against false teachers (2:1-22)<br>1. Encouragement to prepare for the second coming of Jesus (3:1-17)<br><br>### Who wrote the Book of 2 Peter?<br><br>The author identified himself as Simon Peter. Simon Peter was an apostle. He also wrote 1 Peter. Peter probably wrote this letter while in a prison in Rome just before he died. Peter called this letter his second letter, so we can date it after 1 Peter. He addressed the letter to the same audience as his first letter. The audience probably was Christians scattered throughout Asia Minor.<br><br>### What is the Book of 2 Peter about?<br><br>Peter wrote this letter to encourage believers to live good lives. He warned them about false teachers who were saying Jesus was taking too long to return. He told them that Jesus was not slow in returning. Instead, God was giving people time to repent so that they would be saved.<br><br>### How should the title of this book be translated?<br><br>Translators may choose to call this book by its traditional title, "2 Peter" or "Second Peter." Or they may choose a clearer title, such as "The Second Letter from Peter" or "The Second Letter Peter Wrote." (See: [[rc://en/ta/man/translate/translate-names]])<br><br>## Part 2: Important Religious and Cultural Concepts<br><br>### Who were the people Peter spoke against?<br><br>It is possible that the people Peter spoke against were those who would become known as Gnostics. These teachers distorted the teachings of scripture for their own gain. They lived in immoral ways and taught others to do the same.<br><br>### What does it mean that God inspired Scripture?<br><br>The doctrine of scripture is a very important one. 2 Peter helps readers to understand that while each writer of scripture had his own distinct way of writing, God is the true author of scripture (1:20-21).<br><br>## Part 3: Important Translation Issues<br><br>### Singular and plural "you"<br><br>In this book, the word "I" refers to Peter. Also, the word "you" is always plural and refers to Peter's audience. (See: [[rc://en/ta/man/translate/figs-exclusive]] and [[rc://en/ta/man/translate/figs-you]])<br><br>### What are the major issues in the text of the Book of 2 Peter?<br><br>For the following verses, some modern versions of the Bible differ from older versions. The ULT text has the modern reading and puts the older reading in a footnote. If a translation of the Bible exists in the general region, translators should consider using the reading found in those versions. If not, translators are advised to follow the modern reading.<br><br>* "to be kept in chains of lower darkness until the judgment" (2:4). Some modern versions and older versions have, "to be kept in pits of lower darkness until the judgment."<br>* "They enjoy their deceitful actions while they are feasting with you" (2:13). Some versions have, "They enjoy their actions while they are feasting with you in love feasts."<br>* "Beor" (2:15). Some other versions read, "Bosor."<br>* "The elements will be burned with fire, and the earth and the deeds in it will be revealed" (3:10). Other versions have, "The elements will be burned with fire, and the earth and the deeds in it will be burned up."<br><br>(See: [[rc://en/ta/man/translate/translate-textvariants]])<br>
2PE	1	intro	wjw5			0		# 2 Peter 01 General Notes<br>## Structure and formatting<br><br>Peter formally introduces this letter in verses 1-2. Writers often began letters in this way in the ancient Near East.<br><br>## Special concepts in this chapter<br><br>### Knowledge of God<br>Having knowledge of God means to belong to him or to have a relationship with him. Here, "knowledge" is more than just mentally knowing about God. It is a knowledge that causes God to save a person and to give him grace and peace. (See: [[rc://en/tw/dict/bible/other/know]])<br><br>### Living godly lives<br>Peter teaches that God has given believers all that they need for living godly lives. Therefore, believers should do everything they can to obey God more and more. If believers continue to do this, then they will be effective and productive through their relationship with Jesus. However, if believers do not continue living godly lives, then it is like they have forgotten what God did through Christ to save them. (See: [[rc://en/tw/dict/bible/kt/godly]] and [[rc://en/tw/dict/bible/kt/save]])<br><br>## Other possible translation difficulties in this chapter<br><br>### The truth of Scripture<br>Peter teaches that the prophecies in Scripture were not made up by men. The Holy Spirit revealed God's message to the men who spoke them or wrote them down. Also, Peter and the other apostles did not make up the stories they told people about Jesus. They witnessed what Jesus did and heard God call Jesus his son.<br>
2PE	1	1	n1di			0	General Information:	Peter identifies himself as the writer and identifies and greets the believers he is writing to.
2PE	1	1	v381		δοῦλος καὶ ἀπόστολος Ἰησοῦ Χριστοῦ	1	slave and apostle of Jesus Christ	Peter speaks of being Jesus Christ's servant. He also was given the position and authority of being Christ's apostle.
2PE	1	1	yy7j	figs-explicit	τοῖς ἰσότιμον ... λαχοῦσιν πίστιν	1	to those who have received the same precious faith	That these people have received faith implies that God has given that faith to them. Alternate translation: "to those to whom God has given the same precious faith" (See: [[rc://en/ta/man/translate/figs-explicit]])
2PE	1	1	mbg7		τοῖς ... λαχοῦσιν	1	to those who have received	"to you who have received." Peter addresses all believers who may read this letter.
2PE	1	1	y157	figs-exclusive	ἡμῖν	1	we have received	Here the word "we" refers to Peter and the other apostles, but not to those to whom he is writing. Alternate translation: "we apostles have received" (See: [[rc://en/ta/man/translate/figs-exclusive]])
2PE	1	2	y7l9	figs-explicit	χάρις ... καὶ εἰρήνη πληθυνθείη	1	May grace and peace increase in measure	God is the one who will give grace and peace to believers. Alternate translation: "May God increase your grace and your peace" (See: [[rc://en/ta/man/translate/figs-explicit]])
2PE	1	2	n59n	figs-metaphor	χάρις ... καὶ εἰρήνη πληθυνθείη	1	May grace and peace increase	Peter speaks of peace as if it were an object that could increase in size or numbers. (See: [[rc://en/ta/man/translate/figs-metaphor]])
2PE	1	2	vq19	figs-abstractnouns	ἐν ἐπιγνώσει τοῦ Θεοῦ, καὶ Ἰησοῦ τοῦ Κυρίου ἡμῶν	1	in the knowledge of God and of Jesus our Lord	You can translate "knowledge" using a verbal phrase. Alternate translation: "through your knowing God and Jesus our Lord" (See: [[rc://en/ta/man/translate/figs-abstractnouns]])
2PE	1	3	ywj9			0	General Information:	Peter begins to teach the believers about living godly lives.
2PE	1	3	epx9	figs-hendiadys	πρὸς ζωὴν καὶ εὐσέβειαν	1	for life and godliness	Here "godliness" describes the word "life." Alternate translation: "for a godly life" (See: [[rc://en/ta/man/translate/figs-hendiadys]])
2PE	1	3	an3z	figs-inclusive	τοῦ καλέσαντος ἡμᾶς	1	who called us	Here the word "us" refers to Peter and his audience. (See: [[rc://en/ta/man/translate/figs-inclusive]])
2PE	1	4	m91m		δι’ ὧν	1	Through these	Here "these" refers to "his own glory and virtue."
2PE	1	4	f42f		γένησθε ... κοινωνοὶ	1	you might be sharers	"you might share"
2PE	1	4	yk7g		θείας ... φύσεως	1	the divine nature	what God is like
2PE	1	4	p2yj	figs-metaphor	ἀποφυγόντες τῆς ἐν τῷ κόσμῳ ἐν ἐπιθυμίᾳ φθορᾶς	1	having escaped the corruption in the world that is caused by evil desires	Peter speaks of people not suffering from the corruption that wicked desires cause as if they were escaping from that corruption. The word "corruption" is an abstract noun that can be translated with a verbal phrase. Alternate translation: "and so that the wicked desires in this world will no longer corrupt you" (See: [[rc://en/ta/man/translate/figs-metaphor]] and [[rc://en/ta/man/translate/figs-abstractnouns]])
2PE	1	5	exd9	figs-explicit	αὐτὸ τοῦτο	1	For this reason	This refers to what Peter has just said in the previous verses. Alternate translation: "Because of what God has done" (See: [[rc://en/ta/man/translate/figs-explicit]])
2PE	1	7	a8ti		τὴν φιλαδελφίαν	1	brotherly affection	This refers to love for a friend or family member and likely means love for ones spiritual family.
2PE	1	8	jz77		ταῦτα	1	these things	This refers to faith, virtue, knowledge, self-control, endurance, godliness, brotherly affection, and love, which Peter mentioned in the previous verses.
2PE	1	8	l7yj	figs-metaphor	οὐκ ἀργοὺς οὐδὲ ἀκάρπους καθίστησιν	1	you will not be barren or unfruitful	Peter speaks of a person who does not possess these qualities as if he is a field that will not produce a crop. This can be stated in positive terms. Alternate translation: "you will produce and be fruitful" or "you will be effective" (See: [[rc://en/ta/man/translate/figs-metaphor]] and [[rc://en/ta/man/translate/figs-doublenegatives]])
2PE	1	8	f9qm	figs-doublet	ἀργοὺς οὐδὲ ἀκάρπους	1	barren or unfruitful	These words mean basically the same thing and emphasize that this person will not be productive or experience any benefits from knowing Jesus. Alternate translation: "unproductive" (See: [[rc://en/ta/man/translate/figs-doublet]])
2PE	1	8	ppd8	figs-abstractnouns	εἰς τὴν τοῦ Κυρίου ἡμῶν, Ἰησοῦ Χριστοῦ, ἐπίγνωσιν	1	in the knowledge of our Lord Jesus Christ	You can translate "knowledge" using a verbal phrase. Alternate translation: "through your knowing God and Jesus our Lord" (See: [[rc://en/ta/man/translate/figs-abstractnouns]])
2PE	1	9	gg2c		ᾧ ... μὴ πάρεστιν ταῦτα	1	whoever lacks these things	any person who does not have these things
2PE	1	9	h6fn	figs-metaphor	τυφλός ἐστιν μυωπάζων	1	is so nearsighted that he is blind	Peter speaks of a person who does not possess these qualities as if he were a nearsighted or blind person because he does not understand their value. Alternate translation: "is like a shortsighted person who cannot see their importance" (See: [[rc://en/ta/man/translate/figs-metaphor]])
2PE	1	9	gq4d	figs-abstractnouns	τοῦ καθαρισμοῦ τῶν πάλαι αὐτοῦ ἁμαρτιῶν	1	he has been cleansed from his past sins	You can use a verb to translate this. Alternate translation: "that God has cleansed him from his old sins" (See: [[rc://en/ta/man/translate/figs-abstractnouns]])
2PE	1	10	raa1	figs-doublet	βεβαίαν ὑμῶν τὴν κλῆσιν καὶ ἐκλογὴν ποιεῖσθαι	1	make your calling and election sure	The words "calling" and "election" share similar meanings and refer to God's choosing them to belong to him. Alternate translation: "make sure that God has really chosen you to belong to him" (See: [[rc://en/ta/man/translate/figs-doublet]])
2PE	1	10	jcv9	figs-metaphor	οὐ μὴ πταίσητέ	1	you will not stumble	Here the word "stumble" refers either to 1) committing sin. Alternate translation: "you will not practice sinful behavior" or 2) becoming unfaithful to Christ. Alternate translation: "you will not become unfaithful to Christ" (See: [[rc://en/ta/man/translate/figs-metaphor]])
2PE	1	11	f45v	figs-activepassive	πλουσίως ἐπιχορηγηθήσεται ὑμῖν ἡ εἴσοδος εἰς τὴν αἰώνιον βασιλείαν	1	there will be richly provided for you an entrance into the eternal kingdom	This can be stated in active form. Alternate translation: "God will richly provide for you an entrance into the eternal kingdom" (See: [[rc://en/ta/man/translate/figs-activepassive]])
